"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Per Capita Income","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","apci","TimeFrame","GeoVintage","Source","Location"
"Block Group","040030003052","AZ","040030003052","=""040030003052""","30226","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030003053","AZ","040030003053","=""040030003053""","31460","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030004001","AZ","040030004001","=""040030004001""","42329","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030004002","AZ","040030004002","=""040030004002""","32545","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030005011","AZ","040030005011","=""040030005011""","33451","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030005012","AZ","040030005012","=""040030005012""","32750","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030005021","AZ","040030005021","=""040030005021""","30056","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030005031","AZ","040030005031","=""040030005031""","9450","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030006001","AZ","040030006001","=""040030006001""","25133","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030006002","AZ","040030006002","=""040030006002""","17139","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030007001","AZ","040030007001","=""040030007001""","19349","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030007002","AZ","040030007002","=""040030007002""","16986","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030007003","AZ","040030007003","=""040030007003""","31826","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030007004","AZ","040030007004","=""040030007004""","23063","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030008001","AZ","040030008001","=""040030008001""","19457","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030008002","AZ","040030008002","=""040030008002""","23786","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030008003","AZ","040030008003","=""040030008003""","14960","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030008004","AZ","040030008004","=""040030008004""","33095","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030009011","AZ","040030009011","=""040030009011""","28417","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030009012","AZ","040030009012","=""040030009012""","19725","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030009013","AZ","040030009013","=""040030009013""","21428","2019-2023","2022","Census","Arizona (State)"
